method,seed,bo_iteration,selected_action_index,selected_action_x,observed_scalar_outcome,incumbent_before_observation,incumbent,noise_free_best_value_observed,simple_regret,t_0_10_status,t_0_10,active_factor_indices,M_t,N,active_factor_fraction,cumulative_factor_use_through_iteration,cumulative_final_active_factor_use,cumulative_factor_ratio_through_iteration,R_factors,raw_factor_likelihood_evaluation_count,decision_factor_likelihood_evaluation_count,heldout_factor_likelihood_evaluation_count,inference_sample_count,inference_ess,inference_ess_fraction,inference_wall_time_seconds,laplace_converged,laplace_mode_iterations,laplace_gradient_infinity_norm,maximum_split_half_ei_discrepancy,heldout_full_target_sample_count,heldout_full_target_ess,heldout_full_target_ess_fraction,heldout_full_target_wall_time_seconds,heldout_laplace_converged,heldout_laplace_mode_iterations,heldout_laplace_gradient_infinity_norm,heldout_maximum_split_half_ei_discrepancy,selected_action_acquisition_estimate,structural_bound_at_worst_challenger,empirical_inference_allowance,adaptive_heldout_full_target_acquisition_regret,numerical_accuracy_reliable,config_sha256,starting_git_commit,preference_bank_sha256,scalar_noise_sha256,screened_factor_source,scalar_observation_count
adaptive,3,2,15,0.9375,-0.02308611026499585,0.26951274834133376,0.26951274834133376,0.258984272217597,0.7292511583956854,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,45,130,0.9375,0.9027777777777778,5719917,4146885,1573032,16384,16353.598460168383,0.9981444372661367,0.3576322898734361,True,3,9.559020242022598e-14,,65536,65424.86749600264,0.9983042525635168,0.056074999971315265,True,3,1.1968204205459188e-13,0.0009052723973366691,0.04568533365174701,0.0001238123857224987,0.005046892455234625,0.002616582020175083,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,5
adaptive,3,3,4,0.25,0.4921415299639533,0.26951274834133376,0.4921415299639533,0.5017397422557428,0.48649568835753965,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,67,130,0.9305555555555556,0.9027777777777778,5719935,4146903,1573032,16384,16359.74144691284,0.9985193754219263,0.4074262941721827,True,3,2.4635848916432224e-13,,65536,65441.476914086765,0.9985576921705134,0.06624383293092251,True,3,1.9062529332813938e-13,0.0013315798358477446,0.046998810194570785,0.00013429680284824595,0.005552901654176094,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,6
adaptive,3,4,5,0.3125,0.19705442211489543,0.4921415299639533,0.4921415299639533,0.5017397422557428,0.48649568835753965,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,89,130,0.9270833333333334,0.9027777777777778,5719943,4146911,1573032,16384,16366.498759125025,0.998931809028627,0.368095958372578,True,3,1.084687895058778e-13,,65536,65461.64041996345,0.9988653628534462,0.058684667106717825,True,3,4.574118861455645e-14,0.0003761427534623562,0.01879658735740511,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,7
adaptive,3,5,3,0.1875,0.5249561609007699,0.4921415299639533,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,110,130,0.9166666666666666,0.9027777777777778,5359313,3786281,1573032,16384,16368.748342411382,0.9990691126960072,0.3474047516938299,True,3,2.3803181647963356e-13,,65536,65472.32859469873,0.999028451457195,0.057869291165843606,True,3,2.141620214501927e-13,0.0004595984768757354,0.01105412069182148,0.0002746877884069033,0.0016610205848981777,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,8
adaptive,3,6,1,0.0625,0.05969919099343821,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",20,24,0.8333333333333334,130,130,0.9027777777777778,0.9027777777777778,5015066,3442034,1573032,16384,16367.289911184174,0.9989800971181747,0.3259356636554003,True,3,4.303224443447107e-13,,65536,65483.01277958009,0.9991914791806044,0.055591083131730556,True,3,4.909406214892442e-13,0.00038402079351528614,0.007448867421530829,0.00020492415151675728,0.0008922776443881669,0.00040772019545606136,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,9
standard,4,1,3,0.1875,0.5406736556519364,0.258723419299929,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.050327030199256446,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
standard,4,2,4,0.25,0.5127530776174689,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.014591788223313133,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
standard,4,3,5,0.3125,0.2079859400525307,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.013807220971133273,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
standard,4,4,1,0.0625,0.06475967933713221,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.008101593862791762,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
standard,4,5,6,0.375,0.020318095261007196,0.5406736556519364,0.5406736556519364,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.007186265821538029,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
standard,4,6,13,0.8125,0.6880910609541406,0.5406736556519364,0.6880910609541406,0.69338852619193,0.2948469044213524,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.006755473949894477,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
full,4,1,12,0.75,1.0020418634355293,0.258723419299929,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,24,144,1.0,1.0,1573032,1573032,0,65536,65398.7822713673,0.9979062236231583,0.059043874964118004,True,3,2.1793677973391823e-13,0.0014158901654525297,,,,,,,,,0.1000840435366862,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
full,4,2,13,0.8125,0.6880910609541406,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,48,144,1.0,1.0,1573032,1573032,0,65536,65420.31453314894,0.9982347798637229,0.057569875149056315,True,3,8.201772594418344e-13,9.665057862244053e-05,,,,,,,,,0.000652420455510161,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
full,4,3,11,0.6875,0.5782350168073841,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,72,144,1.0,1.0,1573032,1573032,0,65536,65441.993030182486,0.9985655674771498,0.05759416683577001,True,3,7.024381076803365e-13,7.60299344195274e-05,,,,,,,,,0.00030431294965619087,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
full,4,4,10,0.625,0.15589289552882818,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,96,144,1.0,1.0,1573032,1573032,0,65536,65452.48747533195,0.9987257000020134,0.05612887488678098,True,3,9.980904991380157e-13,5.148038316972261e-05,,,,,,,,,0.00023087770078966265,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
full,4,5,4,0.25,0.5127530776174689,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,120,144,1.0,1.0,1573032,1573032,0,65536,65460.27555259195,0.9988445366301262,0.055602375185117126,True,3,4.392597396929432e-13,2.776930958503694e-05,,,,,,,,,0.00010599173160361932,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
full,4,6,5,0.3125,0.2079859400525307,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,144,144,1.0,1.0,1573032,1573032,0,65536,65475.301190652426,0.9990738096718205,0.05503379087895155,True,3,1.070921129553426e-12,9.983480347017679e-05,,,,,,,,,0.00021277348090008698,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
adaptive,4,1,12,0.75,1.0020418634355293,0.258723419299929,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,23,128,0.9583333333333334,0.8888888888888888,6096928,4523896,1573032,16384,16350.375772428946,0.9979477400164152,0.3882279573008418,True,3,2.531308496145357e-13,,65536,65400.52919507176,0.9979328795634729,0.0584505838342011,True,3,2.1793677973391823e-13,0.001114269608593621,0.09889419427831046,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
adaptive,4,2,13,0.8125,0.6880910609541406,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,46,128,0.9583333333333334,0.8888888888888888,6096948,4523916,1573032,16384,16354.038004943968,0.9981712649501934,0.38669129204936326,True,3,1.0908496328454476e-12,,65536,65417.590007017934,0.9981932068941946,0.055939332814887166,True,3,8.201772594418344e-13,5.204402318713814e-05,0.0006630132871549455,6.667773189754519e-05,0.00029874078430354,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
adaptive,4,3,11,0.6875,0.5782350168073841,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,68,128,0.9444444444444444,0.8888888888888888,5719955,4146923,1573032,16384,16360.428430690608,0.9985613055841436,0.3548968753311783,True,3,1.0807466033213586e-12,,65536,65439.79706491203,0.9985320597062993,0.05524358293041587,True,3,7.024381076803365e-13,4.359314758467891e-05,0.00023058286855425435,0.0001207137615939243,0.00017417612995420328,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
adaptive,4,4,10,0.625,0.15589289552882818,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,89,128,0.9270833333333334,0.8888888888888888,5359347,3786315,1573032,16384,16362.26825703999,0.998673599672851,0.3451557932421565,True,3,6.174505351452808e-13,,65536,65449.23821860909,0.9986761202790694,0.05604833387769759,True,3,9.980904991380157e-13,7.146444978765095e-05,0.00022024170433607143,0.00011194221176511591,0.00013628236271892623,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
adaptive,4,5,5,0.3125,0.2079859400525307,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23]",20,24,0.8333333333333334,109,128,0.9083333333333333,0.8888888888888888,5015130,3442098,1573032,16384,16364.946703479649,0.9988370790698028,0.31993145984597504,True,3,5.158096172408477e-13,,65536,65461.97929680678,0.9988705337037167,0.05437429086305201,True,3,4.392597396929432e-13,4.625566987523244e-05,0.00010749192749581903,0.00020673409184656868,7.544639493490402e-05,6.20997248419893e-06,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
adaptive,4,6,4,0.25,0.5127530776174689,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 22, 23]",19,24,0.7916666666666666,128,128,0.8888888888888888,0.8888888888888888,4687206,3114174,1573032,16384,16368.425122300348,0.9990493849060271,0.3051069173961878,True,3,4.0850656191082635e-13,,65536,65473.3596492906,0.9990441841017242,0.054378709057345986,True,3,6.439293542825908e-13,2.035907010305339e-05,7.454280691800232e-05,0.00016410484375183672,0.00011161674077718029,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,f7a145e43c80d4fd30d29b8bf2aee5d6542c2ead728dc111ba21f7714691ec07,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
standard,5,1,1,0.0625,0.054154661688545866,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.04856524981884751,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
standard,5,2,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.04856222589324046,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
standard,5,3,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.016467611409004212,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
standard,5,4,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.016078432737130034,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
standard,5,5,6,0.375,-0.006844431785916531,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.008297514186937239,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
standard,5,6,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.008030963332127442,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
full,5,1,5,0.3125,0.19191920504397217,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,24,144,1.0,1.0,1573032,1573032,0,65536,65391.50489698442,0.9977951797025211,0.05714758299291134,True,3,1.7197354651443675e-13,0.0015971833614612657,,,,,,,,,0.1134421010757268,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
full,5,2,6,0.375,-0.006844431785916531,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,48,144,1.0,1.0,1573032,1573032,0,65536,65419.34242994368,0.9982199467459668,0.057487792102620006,True,3,2.4502622153477205e-13,0.0020131071652637264,,,,,,,,,0.09746675473904344,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
full,5,3,1,0.0625,0.054154661688545866,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,72,144,1.0,1.0,1573032,1573032,0,65536,65437.81291904446,0.9985017840430368,0.05511370813474059,True,3,1.3000711618360583e-13,0.001452286871361133,,,,,,,,,0.06426793435741403,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
full,5,4,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,96,144,1.0,1.0,1573032,1573032,0,65536,65453.52712996989,0.9987415638728315,0.055707375053316355,True,3,2.2937207688755734e-13,0.0007044836425847203,,,,,,,,,0.05996275518501753,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
full,5,5,13,0.8125,0.6859291674322837,0.5158678404512123,0.6859291674322837,0.69338852619193,0.2948469044213524,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,120,144,1.0,1.0,1573032,1573032,0,65536,65465.807115919066,0.9989289415881205,0.054035166976973414,True,3,2.4347190930029683e-13,0.0005428200693878404,,,,,,,,,0.010262396642058148,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
