method,seed,bo_iteration,selected_action_index,selected_action_x,observed_scalar_outcome,incumbent_before_observation,incumbent,noise_free_best_value_observed,simple_regret,t_0_10_status,t_0_10,active_factor_indices,M_t,N,cumulative_factor_use_through_iteration,cumulative_final_active_factor_use,raw_factor_likelihood_evaluation_count,decision_factor_likelihood_evaluation_count,heldout_factor_likelihood_evaluation_count,inference_sample_count,inference_ess,inference_ess_fraction,inference_wall_time_seconds,heldout_full_target_sample_count,heldout_full_target_ess,heldout_full_target_ess_fraction,heldout_full_target_wall_time_seconds,selected_action_acquisition_estimate,structural_bound_at_worst_challenger,empirical_inference_allowance,adaptive_heldout_full_target_acquisition_regret,numerical_accuracy_reliable,config_sha256,starting_git_commit,preference_bank_sha256,scalar_noise_sha256,screened_factor_source,scalar_observation_count
full,4,4,11,0.6875,0.5782350168073841,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,524344,0,65536,65488.945815671825,0.9992820101268284,0.03837674995884299,,,,,0.0014569127293152973,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
full,4,5,10,0.625,0.15589289552882818,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,524344,0,65536,65500.858453145025,0.99946378254921,0.037658957997336984,,,,,0.0003422729829008545,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
full,4,6,0,0.0,0.016179416979761715,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,524344,0,65536,65509.35123469119,0.9995933721113768,0.037582625169306993,,,,,8.608647115804154e-05,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
adaptive,4,1,1,0.0625,0.06475967933713221,0.258723419299929,0.258723419299929,0.258984272217597,0.7292511583956854,not_reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983290,458946,524344,16384,16369.594754709076,0.9991207736028489,0.1306377500295639,65536,65476.74446860123,0.9990958323455998,0.039881124859675765,0.07460258490900883,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,4
adaptive,4,2,13,0.8125,0.6880910609541406,0.258723419299929,0.6880910609541406,0.69338852619193,0.2948469044213524,not_reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983290,458946,524344,16384,16371.452173604313,0.9992341414553414,0.12629633280448616,65536,65486.56912772493,0.9992457447467793,0.03927316702902317,0.06831530043435552,8.678955711029094e-05,0.002667111143579435,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,5
adaptive,4,3,12,0.75,1.0020418634355293,0.6880910609541406,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,458948,524344,16384,16371.3058181154,0.9992252086252075,0.12618637480773032,65536,65485.20917883751,0.9992249935735704,0.03917029104195535,0.010944996437626264,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,6
adaptive,4,4,11,0.6875,0.5782350168073841,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983292,458948,524344,16384,16370.766095921339,0.9991922665967614,0.126137251034379,65536,65486.94765345487,0.9992515205910472,0.03875354211777449,0.0017112705953871536,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,7
adaptive,4,5,10,0.625,0.15589289552882818,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983290,458946,524344,16384,16375.735190820795,0.9994955560803708,0.12977116624824703,65536,65500.05276340591,0.999451488699431,0.03930079215206206,0.00031714362536470835,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,8
adaptive,4,6,0,0.0,0.016179416979761715,1.0020418634355293,1.0020418634355293,0.9882354306132825,0.0,reached,3,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983286,458942,524344,16384,16377.430970435664,0.9995990582541299,0.12340583303011954,65536,65509.08034387029,0.9995892386454818,0.0381916668266058,5.683557029854065e-05,8.679042695962076e-05,4.620726832280849e-05,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,76eeded96d3fc50eb5c4fc20756f7c1ad178e24240f97c98c578007af4716a5f,b309ce17719d9d31e6046d7583df39e6fd732266bdcadc6920b4464dd837bdc1,historical_preference_bank_only,9
standard,5,1,1,0.0625,0.054154661688545866,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.04856524981884751,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
standard,5,2,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.04856222589324046,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
standard,5,3,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.016467611409004212,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
standard,5,4,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.016078432737130034,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
standard,5,5,6,0.375,-0.006844431785916531,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.008297514186937239,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
standard,5,6,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.008030963332127442,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
full,5,1,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,524344,524344,0,65536,65482.992591053204,0.9991911711281312,0.039174958830699325,,,,,0.07220980142165807,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
full,5,2,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,524344,0,65536,65484.89820624956,0.9992202485084467,0.03968295897357166,,,,,0.024042178956187488,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
full,5,3,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,524344,0,65536,65491.20010393402,0.9993164078359072,0.03946479200385511,,,,,0.01911026525594361,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
full,5,4,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,524344,0,65536,65498.838304261204,0.9994329575235169,0.03868870809674263,,,,,0.013163992224644963,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
full,5,5,10,0.625,0.15418817782039376,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,524344,0,65536,65507.67959958714,0.9995678649839347,0.03884691605344415,,,,,0.01020193550095977,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
full,5,6,9,0.5625,0.04012963249354698,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,524344,0,65536,65514.2186621831,0.9996676431607529,0.03945125010795891,,,,,0.009174464562007571,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
adaptive,5,1,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983290,458946,524344,16384,16370.47173313307,0.9991743001179852,0.12963308417238295,65536,65482.480132939585,0.9991833516378721,0.03957874979823828,0.07327185556393845,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
adaptive,5,2,4,0.25,0.5044558771807451,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,14,42,983282,458938,524344,16384,16372.378640954037,0.9992906885347923,0.12339533516205847,65536,65483.603320453876,0.9992004901192303,0.03888820903375745,0.024261519490644364,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
adaptive,5,3,5,0.3125,0.19191920504397217,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,21,42,983292,458948,524344,16384,16373.4909324227,0.9993585774183776,0.12601333623751998,65536,65492.38652773052,0.9993345112263569,0.038410916924476624,0.020050194989881604,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
adaptive,5,4,15,0.9375,0.013234328157832133,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,28,42,983286,458942,524344,16384,16375.176940282146,0.9994614831715177,0.12635375000536442,65536,65500.475051742804,0.9994579323080872,0.04022624995559454,0.013248670245953026,8.679065727055369e-05,0.001663986192547387,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
adaptive,5,5,10,0.625,0.15418817782039376,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,35,42,983286,458942,524344,16384,16377.113254257152,0.9995796663975313,0.1267372479196638,65536,65508.77165886254,0.9995845284860617,0.03923383308574557,0.00998582454509361,1.9932145820672222e-06,0.0009847229751583579,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
adaptive,5,6,9,0.5625,0.04012963249354698,0.5158678404512123,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,7,"[0, 1, 3, 4, 5, 6, 7]",7,8,42,42,983286,458942,524344,16384,16378.707897354834,0.9996769956881613,0.1297443355433643,65536,65514.8198439738,0.9996768164668853,0.039204416098073125,0.009576033750596617,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,0d91a030c4bd0be28c03a86d75b8ccfe974dbdb6c0c587c2cd81315b907e8f28,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
standard,6,1,1,0.0625,0.07880537087116123,0.25532233738702925,0.25532233738702925,0.258984272217597,0.7292511583956854,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.05098097503734613,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
standard,6,2,3,0.1875,0.5292374417546638,0.25532233738702925,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.050977735043415705,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
standard,6,3,4,0.25,0.480215422980201,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.015424817536017973,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
standard,6,4,5,0.3125,0.2005567674758909,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.01396738206469042,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
standard,6,5,6,0.375,-0.001127244633324866,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.007624102398829567,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
standard,6,6,15,0.9375,-0.016502110532983814,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,8,0,0,0,0,0,0,,,0.0,,,,,0.0071819111026987965,,,,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
full,6,1,13,0.8125,0.6902548136048274,0.25532233738702925,0.6902548136048274,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,8,48,524328,524328,0,65536,65491.57860723819,0.9993221833379851,0.03926404193043709,,,,,0.06563136406310545,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
full,6,2,12,0.75,0.9945315460059745,0.6902548136048274,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,16,48,524344,524344,0,65536,65491.27746404671,0.9993175882575487,0.039423958165571094,,,,,0.008501953776734815,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
full,6,3,11,0.6875,0.5670356243322285,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,24,48,524344,524344,0,65536,65494.928583415116,0.9993732999178332,0.03914570901542902,,,,,0.00036412514611847016,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
full,6,4,10,0.625,0.16711377180467887,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,32,48,524344,524344,0,65536,65497.97224016572,0.9994197424341693,0.040814457926899195,,,,,0.0003532784183455987,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
full,6,5,0,0.0,0.0029407920431149133,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,40,48,524344,524344,0,65536,65506.61098506068,0.9995515592202863,0.03970395913347602,,,,,0.00014662310797032343,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
full,6,6,5,0.3125,0.2005567674758909,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,48,48,524344,524344,0,65536,65513.10831054798,0.9996507005393673,0.03899808297865093,,,,,0.00011453675910138347,0.0,,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
adaptive,6,1,13,0.8125,0.6902548136048274,0.25532233738702925,0.6902548136048274,0.69338852619193,0.2948469044213524,not_reached,2,"[0, 1, 3, 4, 5, 6, 7]",7,8,7,42,983220,458892,524328,16384,16371.612643611017,0.999243935767274,0.1264625822659582,65536,65490.69486320156,0.9993086984741449,0.03922662488184869,0.06586946135055871,0.0,0.0,0.0,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da,5f7f7cfa66f4d6ec33ebf5a5feb3d8f77ba2110a,49f3fe734b2f6f1834db25fee67d1edf56e4d30cf8979923aebaa83316be3c01,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
